Month,City,Company,Total Monthly Hours,TariffRate
March,Navi Mumbai,Tata Power Company Ltd.,568.75,9.3
February,Navi Mumbai,Orient Green,420,9.3
November,Navi Mumbai,Tata Power Company Ltd.,552,9.3
September,Navi Mumbai,Orient Green,516,9.3
September,Navi Mumbai,Orient Green,598.5,9.3
February,Navi Mumbai,Orient Green,528,9.3
September,Navi Mumbai,Orient Green,810,9.3
July,Navi Mumbai,Adani Power Ltd.,2767.5,9.3
October,Navi Mumbai,Adani Power Ltd.,795,9.3
May,Navi Mumbai,Indowind Energy,1672.5,9.3
July,Navi Mumbai,Tata Power Company Ltd.,1305,9.3
December,Navi Mumbai,Adani Power Ltd.,342,9.3
October,Navi Mumbai,Tata Power Company Ltd.,571.25,9.3
September,Navi Mumbai,Indowind Energy,667.5,9.3
June,Navi Mumbai,Orient Green,1946.25,9.3
March,Navi Mumbai,Indowind Energy,715,9.3
June,Navi Mumbai,Indowind Energy,2107.5,9.3
July,Navi Mumbai,Reliance Energy,1976.25,9.3
June,Navi Mumbai,Tata Power Company Ltd.,1886.25,9.3
November,Navi Mumbai,Adani Power Ltd.,714,9.3
February,Navi Mumbai,Reliance Energy,508,9.3
September,Navi Mumbai,Orient Green,667.5,9.3
November,Navi Mumbai,Adani Power Ltd.,313,9.3
December,Navi Mumbai,Adani Power Ltd.,457,9.3
May,Navi Mumbai,Tata Power Company Ltd.,1352.5,9.3
May,Navi Mumbai,Orient Green,1520,9.3
February,Navi Mumbai,Orient Green,455,9.3
July,Navi Mumbai,Adani Power Ltd.,2396.25,9.3
May,Navi Mumbai,Adani Power Ltd.,1250,9.3
December,Navi Mumbai,Tata Power Company Ltd.,401,9.3
March,Navi Mumbai,Orient Green,533.75,9.3
March,Navi Mumbai,Adani Power Ltd.,933.75,9.3
September,Navi Mumbai,Reliance Energy,655.5,9.3
August,Navi Mumbai,Tata Power Company Ltd.,905.625,9.3
October,Navi Mumbai,Reliance Energy,741.25,9.3
December,Navi Mumbai,Adani Power Ltd.,652,9.3
December,Navi Mumbai,Adani Power Ltd.,754,9.3
October,Navi Mumbai,Adani Power Ltd.,1077.5,9.3
March,Navi Mumbai,Tata Power Company Ltd.,372.5,9.3
December,Navi Mumbai,Indowind Energy,714,9.3
September,Navi Mumbai,Reliance Energy,664.5,9.3
November,Navi Mumbai,Adani Power Ltd.,672,9.3
December,Navi Mumbai,Orient Green,487,9.3
March,Navi Mumbai,Reliance Energy,578.75,9.3
April,Navi Mumbai,Reliance Energy,1147.5,9.3
October,Navi Mumbai,Tata Power Company Ltd.,868.75,9.3
March,Navi Mumbai,Indowind Energy,691.25,9.3
May,Navi Mumbai,Orient Green,1022.5,9.3
October,Navi Mumbai,Orient Green,880,9.3
February,Navi Mumbai,Reliance Energy,287,9.3
October,Navi Mumbai,Orient Green,395,9.3
January,Navi Mumbai,Reliance Energy,485,9.3
November,Navi Mumbai,Orient Green,608,9.3
April,Navi Mumbai,Orient Green,1275,9.3
March,Navi Mumbai,Reliance Energy,745,9.3
March,Navi Mumbai,Indowind Energy,493.75,9.3
April,Navi Mumbai,Tata Power Company Ltd.,830.625,9.3
August,Navi Mumbai,Indowind Energy,1252.5,9.3
October,Navi Mumbai,Tata Power Company Ltd.,630,9.3
August,Navi Mumbai,Adani Power Ltd.,1063.125,9.3
November,Navi Mumbai,Reliance Energy,483,9.3
August,Navi Mumbai,Adani Power Ltd.,960,9.3
May,Navi Mumbai,Orient Green,1380,9.3
August,Navi Mumbai,Indowind Energy,1089.375,9.3
September,Navi Mumbai,Reliance Energy,543,9.3
February,Navi Mumbai,Indowind Energy,287,9.3
May,Navi Mumbai,Reliance Energy,1350,9.3
February,Navi Mumbai,Orient Green,357,9.3
March,Navi Mumbai,Tata Power Company Ltd.,336.25,9.3
May,Navi Mumbai,Indowind Energy,1620,9.3
March,Navi Mumbai,Reliance Energy,557.5,9.3
August,Navi Mumbai,Adani Power Ltd.,1370.625,9.3
January,Navi Mumbai,Orient Green,641,9.3
February,Navi Mumbai,Orient Green,371,9.3
September,Navi Mumbai,Indowind Energy,1036.5,9.3
September,Navi Mumbai,Adani Power Ltd.,910.5,9.3
January,Navi Mumbai,Indowind Energy,462,9.3
December,Navi Mumbai,Orient Green,534,9.3
September,Navi Mumbai,Tata Power Company Ltd.,796.5,9.3
November,Navi Mumbai,Adani Power Ltd.,492,9.3
May,Navi Mumbai,Reliance Energy,1320,9.3
September,Navi Mumbai,Orient Green,601.5,9.3
August,Navi Mumbai,Orient Green,975,9.3
July,Navi Mumbai,Indowind Energy,1432.5,9.3
July,Navi Mumbai,Indowind Energy,1893.75,9.3
October,Navi Mumbai,Adani Power Ltd.,582.5,9.3
February,Navi Mumbai,Tata Power Company Ltd.,528,9.3
June,Navi Mumbai,Orient Green,1455,9.3
September,Navi Mumbai,Reliance Energy,790.5,9.3
November,Navi Mumbai,Adani Power Ltd.,660,9.3
August,Navi Mumbai,Orient Green,1048.125,9.3
December,Navi Mumbai,Adani Power Ltd.,323,9.3
November,Navi Mumbai,Adani Power Ltd.,730,9.3
July,Navi Mumbai,Tata Power Company Ltd.,1462.5,9.3
December,Navi Mumbai,Indowind Energy,528,9.3
June,Navi Mumbai,Tata Power Company Ltd.,2235,9.3
March,Navi Mumbai,Orient Green,648.75,9.3
October,Navi Mumbai,Reliance Energy,607.5,9.3
April,Navi Mumbai,Tata Power Company Ltd.,830.625,9.3
December,Navi Mumbai,Indowind Energy,455,9.3
April,Navi Mumbai,Tata Power Company Ltd.,1123.125,9.3
March,Navi Mumbai,Tata Power Company Ltd.,366.25,9.3
October,Navi Mumbai,Reliance Energy,698.75,9.3
December,Navi Mumbai,Reliance Energy,581,9.3
March,Navi Mumbai,Tata Power Company Ltd.,625,9.3
April,Navi Mumbai,Adani Power Ltd.,881.25,9.3
April,Navi Mumbai,Tata Power Company Ltd.,1156.875,9.3
August,Navi Mumbai,Adani Power Ltd.,1196.25,9.3
September,Navi Mumbai,Indowind Energy,595.5,9.3
October,Navi Mumbai,Reliance Energy,765,9.3
July,Navi Mumbai,Adani Power Ltd.,2441.25,9.3
July,Navi Mumbai,Adani Power Ltd.,2216.25,9.3
November,Navi Mumbai,Adani Power Ltd.,449,9.3
October,Navi Mumbai,Orient Green,546.25,9.3
October,Navi Mumbai,Adani Power Ltd.,772.5,9.3
January,Navi Mumbai,Tata Power Company Ltd.,423,9.3
August,Navi Mumbai,Orient Green,757.5,9.3
April,Navi Mumbai,Reliance Energy,978.75,9.3
May,Navi Mumbai,Reliance Energy,1655,9.3
July,Navi Mumbai,Reliance Energy,1676.25,9.3
May,Navi Mumbai,Tata Power Company Ltd.,1262.5,9.3
July,Navi Mumbai,Orient Green,2163.75,9.3
April,Navi Mumbai,Tata Power Company Ltd.,905.625,9.3
September,Navi Mumbai,Indowind Energy,1075.5,9.3
November,Navi Mumbai,Reliance Energy,514,9.3
May,Navi Mumbai,Reliance Energy,972.5,9.3
March,Navi Mumbai,Tata Power Company Ltd.,642.5,9.3
March,Navi Mumbai,Indowind Energy,562.5,9.3
March,Navi Mumbai,Indowind Energy,605,9.3
May,Navi Mumbai,Tata Power Company Ltd.,1385,9.3
September,Navi Mumbai,Orient Green,955.5,9.3
December,Navi Mumbai,Orient Green,544,9.3
June,Navi Mumbai,Reliance Energy,1965,9.3
February,Navi Mumbai,Reliance Energy,400,9.3
January,Navi Mumbai,Tata Power Company Ltd.,582,9.3
March,Navi Mumbai,Reliance Energy,803.75,9.3
August,Navi Mumbai,Reliance Energy,708.75,9.3
September,Navi Mumbai,Tata Power Company Ltd.,574.5,9.3
September,Navi Mumbai,Indowind Energy,744,9.3
August,Navi Mumbai,Adani Power Ltd.,986.25,9.3
June,Navi Mumbai,Adani Power Ltd.,2580,9.3
December,New Delhi,Adani Power Ltd.,616,8.5
August,New Delhi,Orient Green,1051.875,8.5
November,New Delhi,Tata Power Company Ltd.,683,8.5
December,New Delhi,Orient Green,313,8.5
December,New Delhi,Indowind Energy,564,8.5
April,New Delhi,Tata Power Company Ltd.,690,8.5
September,New Delhi,Tata Power Company Ltd.,726,8.5
November,New Delhi,Orient Green,442,8.5
November,New Delhi,Tata Power Company Ltd.,513,8.5
November,New Delhi,Adani Power Ltd.,536,8.5
June,New Delhi,Orient Green,2205,8.5
July,New Delhi,Adani Power Ltd.,1166.25,8.5
September,New Delhi,Reliance Energy,948,8.5
December,New Delhi,Orient Green,461,8.5
January,New Delhi,Adani Power Ltd.,322,8.5
April,New Delhi,Indowind Energy,960,8.5
February,New Delhi,Tata Power Company Ltd.,421,8.5
April,New Delhi,Orient Green,946.875,8.5
May,New Delhi,Adani Power Ltd.,1012.5,8.5
September,New Delhi,Orient Green,715.5,8.5
November,New Delhi,Reliance Energy,593,8.5
March,New Delhi,Indowind Energy,318.75,8.5
May,New Delhi,Tata Power Company Ltd.,1445,8.5
April,New Delhi,Indowind Energy,1276.875,8.5
November,New Delhi,Orient Green,558,8.5
October,New Delhi,Orient Green,983.75,8.5
August,New Delhi,Tata Power Company Ltd.,1158.75,8.5
December,New Delhi,Adani Power Ltd.,753,8.5
December,New Delhi,Tata Power Company Ltd.,496,8.5
October,New Delhi,Reliance Energy,620,8.5
February,New Delhi,Tata Power Company Ltd.,419,8.5
November,New Delhi,Tata Power Company Ltd.,560,8.5
April,New Delhi,Adani Power Ltd.,1053.75,8.5
May,New Delhi,Indowind Energy,1347.5,8.5
January,New Delhi,Indowind Energy,319,8.5
November,New Delhi,Reliance Energy,518,8.5
February,New Delhi,Adani Power Ltd.,459,8.5
August,New Delhi,Reliance Energy,1378.125,8.5
November,New Delhi,Tata Power Company Ltd.,537,8.5
September,New Delhi,Reliance Energy,630,8.5
December,New Delhi,Orient Green,535,8.5
August,New Delhi,Adani Power Ltd.,1276.875,8.5
January,New Delhi,Adani Power Ltd.,478,8.5
March,New Delhi,Indowind Energy,622.5,8.5
April,New Delhi,Reliance Energy,1177.5,8.5
July,New Delhi,Tata Power Company Ltd.,2336.25,8.5
February,New Delhi,Tata Power Company Ltd.,385,8.5
May,New Delhi,Tata Power Company Ltd.,1385,8.5
July,New Delhi,Adani Power Ltd.,2321.25,8.5
June,New Delhi,Reliance Energy,1957.5,8.5
August,New Delhi,Indowind Energy,941.25,8.5
October,New Delhi,Adani Power Ltd.,928.75,8.5
October,New Delhi,Adani Power Ltd.,762.5,8.5
October,New Delhi,Tata Power Company Ltd.,371.25,8.5
December,New Delhi,Reliance Energy,631,8.5
June,New Delhi,Adani Power Ltd.,1800,8.5
March,New Delhi,Orient Green,805,8.5
April,New Delhi,Tata Power Company Ltd.,843.75,8.5
May,New Delhi,Indowind Energy,1420,8.5
January,New Delhi,Orient Green,397,8.5
March,New Delhi,Reliance Energy,515,8.5
March,New Delhi,Indowind Energy,613.75,8.5
November,New Delhi,Adani Power Ltd.,345,8.5
August,New Delhi,Tata Power Company Ltd.,710.625,8.5
December,New Delhi,Tata Power Company Ltd.,608,8.5
April,New Delhi,Adani Power Ltd.,978.75,8.5
November,New Delhi,Tata Power Company Ltd.,547,8.5
August,New Delhi,Tata Power Company Ltd.,1087.5,8.5
April,New Delhi,Indowind Energy,740.625,8.5
June,New Delhi,Orient Green,1770,8.5
February,New Delhi,Reliance Energy,442,8.5
October,New Delhi,Orient Green,450,8.5
February,New Delhi,Indowind Energy,560,8.5
May,New Delhi,Indowind Energy,1635,8.5
June,New Delhi,Reliance Energy,2771.25,8.5
November,New Delhi,Adani Power Ltd.,802,8.5
May,New Delhi,Tata Power Company Ltd.,1590,8.5
June,New Delhi,Indowind Energy,2167.5,8.5
August,New Delhi,Orient Green,1361.25,8.5
September,New Delhi,Reliance Energy,970.5,8.5
December,New Delhi,Indowind Energy,392,8.5
May,New Delhi,Reliance Energy,1655,8.5
July,New Delhi,Indowind Energy,1736.25,8.5
June,New Delhi,Indowind Energy,2415,8.5
November,New Delhi,Indowind Energy,461,8.5
October,New Delhi,Adani Power Ltd.,351.25,8.5
February,New Delhi,Adani Power Ltd.,732,8.5
December,New Delhi,Indowind Energy,495,8.5
December,New Delhi,Tata Power Company Ltd.,360,8.5
June,New Delhi,Tata Power Company Ltd.,2010,8.5
December,New Delhi,Orient Green,482,8.5
January,New Delhi,Tata Power Company Ltd.,523,8.5
July,New Delhi,Reliance Energy,2070,8.5
December,New Delhi,Tata Power Company Ltd.,605,8.5
September,New Delhi,Adani Power Ltd.,1251,8.5
September,New Delhi,Tata Power Company Ltd.,501,8.5
November,New Delhi,Adani Power Ltd.,750,8.5
October,New Delhi,Orient Green,827.5,8.5
December,New Delhi,Indowind Energy,413,8.5
March,New Delhi,Adani Power Ltd.,810,8.5
March,New Delhi,Indowind Energy,616.25,8.5
December,New Delhi,Indowind Energy,597,8.5
October,New Delhi,Tata Power Company Ltd.,716.25,8.5
August,New Delhi,Indowind Energy,1106.25,8.5
July,New Delhi,Orient Green,1312.5,8.5
December,New Delhi,Tata Power Company Ltd.,340,8.5
July,New Delhi,Adani Power Ltd.,1481.25,8.5
November,New Delhi,Tata Power Company Ltd.,327,8.5
April,New Delhi,Reliance Energy,1003.125,8.5
May,New Delhi,Indowind Energy,1580,8.5
March,New Delhi,Adani Power Ltd.,513.75,8.5
September,New Delhi,Orient Green,717,8.5
February,New Delhi,Orient Green,330,8.5
October,New Delhi,Indowind Energy,466.25,8.5
November,New Delhi,Reliance Energy,604,8.5
June,New Delhi,Indowind Energy,2100,8.5
September,New Delhi,Indowind Energy,687,8.5
March,New Delhi,Reliance Energy,946.25,8.5
September,New Delhi,Reliance Energy,508.5,8.5
June,New Delhi,Indowind Energy,2107.5,8.5
September,New Delhi,Adani Power Ltd.,576,8.5
June,New Delhi,Tata Power Company Ltd.,1792.5,8.5
February,New Delhi,Tata Power Company Ltd.,713,8.5
March,New Delhi,Adani Power Ltd.,503.75,8.5
May,New Delhi,Reliance Energy,1410,8.5
October,New Delhi,Indowind Energy,465,8.5
November,New Delhi,Indowind Energy,590,8.5
December,New Delhi,Reliance Energy,455,8.5
October,New Delhi,Indowind Energy,505,8.5
July,New Delhi,Orient Green,2538.75,8.5
September,New Delhi,Tata Power Company Ltd.,718.5,8.5
March,New Delhi,Indowind Energy,755,8.5
August,New Delhi,Indowind Energy,1059.375,8.5
November,New Delhi,Orient Green,490,8.5
July,New Delhi,Adani Power Ltd.,1387.5,8.5
October,New Delhi,Reliance Energy,1467.5,8.5
November,New Delhi,Indowind Energy,1474,8.5
April,New Delhi,Indowind Energy,1875,8.5
October,New Delhi,Adani Power Ltd.,1362.5,8.5
August,New Delhi,Tata Power Company Ltd.,1413.75,8.5
February,New Delhi,Tata Power Company Ltd.,906,8.5
December,New Delhi,Tata Power Company Ltd.,1070,8.5
August,New Delhi,Reliance Energy,1766.25,8.5
April,New Delhi,Indowind Energy,1916.25,8.5
March,New Delhi,Reliance Energy,1325,8.5
January,New Delhi,Orient Green,622,8.5
November,New Delhi,Indowind Energy,988,8.5
September,New Delhi,Orient Green,1356,8.5
June,New Delhi,Orient Green,3517.5,8.5
June,New Delhi,Reliance Energy,4770,8.5
December,New Delhi,Orient Green,722,8.5
June,New Delhi,Indowind Energy,4612.5,8.5
August,New Delhi,Indowind Energy,1200,8.5
August,New Delhi,Indowind Energy,1991.25,8.5
May,New Delhi,Orient Green,3160,8.5
November,New Delhi,Adani Power Ltd.,1050,8.5
November,New Delhi,Tata Power Company Ltd.,1114,8.5
January,New Delhi,Orient Green,1308,8.5
June,New Delhi,Indowind Energy,4192.5,8.5
January,New Delhi,Orient Green,828,8.5
November,New Delhi,Indowind Energy,1036,8.5
June,New Delhi,Reliance Energy,3472.5,8.5
July,New Delhi,Adani Power Ltd.,4695,8.5
July,New Delhi,Tata Power Company Ltd.,3307.5,8.5
May,New Delhi,Orient Green,1335,8.5
February,New Delhi,Orient Green,1082,8.5
December,New Delhi,Tata Power Company Ltd.,1412,8.5
December,New Delhi,Reliance Energy,766,8.5
December,New Delhi,Tata Power Company Ltd.,1372,8.5
December,New Delhi,Tata Power Company Ltd.,758,8.5
February,New Delhi,Tata Power Company Ltd.,1296,8.5
November,New Delhi,Indowind Energy,1316,8.5
February,New Delhi,Adani Power Ltd.,1316,8.5
August,New Delhi,Tata Power Company Ltd.,2568.75,8.5
July,New Delhi,Reliance Energy,4800,8.5
March,New Delhi,Reliance Energy,905,8.5
February,New Delhi,Reliance Energy,1270,8.5
April,New Delhi,Reliance Energy,2152.5,8.5
November,New Delhi,Indowind Energy,994,8.5
June,New Delhi,Orient Green,3915,8.5
February,New Delhi,Adani Power Ltd.,710,8.5
February,New Delhi,Tata Power Company Ltd.,792,8.5
November,New Delhi,Adani Power Ltd.,884,8.5
March,New Delhi,Orient Green,1882.5,8.5
July,New Delhi,Orient Green,4590,8.5
January,New Delhi,Indowind Energy,1538,8.5
February,New Delhi,Tata Power Company Ltd.,764,8.5
October,New Delhi,Indowind Energy,2002.5,8.5
October,New Delhi,Reliance Energy,1457.5,8.5
January,New Delhi,Reliance Energy,878,8.5
January,New Delhi,Tata Power Company Ltd.,1240,8.5
May,New Delhi,Orient Green,3445,8.5
October,New Delhi,Adani Power Ltd.,1057.5,8.5
November,New Delhi,Indowind Energy,848,8.5
October,New Delhi,Reliance Energy,1525,8.5
May,New Delhi,Tata Power Company Ltd.,1750,8.5
November,New Delhi,Indowind Energy,472,8.5
April,New Delhi,Reliance Energy,2287.5,8.5
June,New Delhi,Adani Power Ltd.,4395,8.5
January,New Delhi,Orient Green,790,8.5
November,New Delhi,Adani Power Ltd.,802,8.5
February,New Delhi,Reliance Energy,1198,8.5
April,New Delhi,Indowind Energy,2325,8.5
November,New Delhi,Indowind Energy,840,8.5
August,New Delhi,Indowind Energy,1927.5,8.5
April,New Delhi,Reliance Energy,1226.25,8.5
October,New Delhi,Reliance Energy,1135,8.5
October,New Delhi,Adani Power Ltd.,1410,8.5
April,New Delhi,Tata Power Company Ltd.,1556.25,8.5
October,New Delhi,Orient Green,1535,8.5
November,New Delhi,Indowind Energy,966,8.5
July,New Delhi,Indowind Energy,3105,8.5
March,New Delhi,Indowind Energy,1277.5,8.5
May,New Delhi,Indowind Energy,2340,8.5
January,New Delhi,Adani Power Ltd.,1152,8.5
December,New Delhi,Orient Green,794,8.5
May,New Delhi,Indowind Energy,1760,8.5
October,New Delhi,Orient Green,1610,8.5
May,New Delhi,Indowind Energy,2360,8.5
January,New Delhi,Indowind Energy,914,8.5
January,New Delhi,Tata Power Company Ltd.,984,8.5
October,New Delhi,Orient Green,1355,8.5
June,New Delhi,Tata Power Company Ltd.,4545,8.5
July,New Delhi,Reliance Energy,5437.5,8.5
June,New Delhi,Orient Green,2812.5,8.5
June,New Delhi,Reliance Energy,4155,8.5
August,New Delhi,Orient Green,1398.75,8.5
November,New Delhi,Tata Power Company Ltd.,968,8.5
April,New Delhi,Orient Green,1541.25,8.5
May,New Delhi,Reliance Energy,3355,8.5
May,New Delhi,Reliance Energy,2145,8.5
July,New Delhi,Adani Power Ltd.,2970,8.5
September,New Delhi,Indowind Energy,2004,8.5
September,New Delhi,Reliance Energy,2076,8.5
March,New Delhi,Adani Power Ltd.,1077.5,8.5
March,New Delhi,Tata Power Company Ltd.,1312.5,8.5
August,New Delhi,Indowind Energy,1875,8.5
February,New Delhi,Adani Power Ltd.,1330,8.5
May,New Delhi,Indowind Energy,3845,8.5
June,New Delhi,Reliance Energy,3375,8.5
November,New Delhi,Orient Green,666,8.5
July,New Delhi,Tata Power Company Ltd.,3682.5,8.5
September,New Delhi,Adani Power Ltd.,1050,8.5
March,New Delhi,Tata Power Company Ltd.,1682.5,8.5
September,New Delhi,Reliance Energy,1704,8.5
October,New Delhi,Indowind Energy,1107.5,8.5
July,New Delhi,Reliance Energy,4290,8.5
May,New Delhi,Tata Power Company Ltd.,945,8.5
July,New Delhi,Orient Green,5070,8.5
June,New Delhi,Tata Power Company Ltd.,4800,8.5
April,New Delhi,Tata Power Company Ltd.,1545,8.5
July,New Delhi,Adani Power Ltd.,4035,8.5
June,New Delhi,Reliance Energy,5782.5,8.5
February,New Delhi,Orient Green,1182,8.5
November,New Delhi,Adani Power Ltd.,572,8.5
July,New Delhi,Adani Power Ltd.,3607.5,8.5
May,New Delhi,Orient Green,2705,8.5
May,New Delhi,Tata Power Company Ltd.,2550,8.5
February,New Delhi,Adani Power Ltd.,488,8.5
August,New Delhi,Adani Power Ltd.,2445,8.5
June,New Delhi,Tata Power Company Ltd.,4717.5,8.5
February,New Delhi,Orient Green,722,8.5
February,New Delhi,Tata Power Company Ltd.,832,8.5
April,New Delhi,Reliance Energy,1672.5,8.5
September,New Delhi,Tata Power Company Ltd.,1209,8.5
December,New Delhi,Indowind Energy,962,8.5
December,New Delhi,Tata Power Company Ltd.,1484,8.5
August,New Delhi,Adani Power Ltd.,1961.25,8.5
December,New Delhi,Adani Power Ltd.,1038,8.5
February,New Delhi,Indowind Energy,652,8.5
September,New Delhi,Orient Green,996,8.5
June,New Delhi,Adani Power Ltd.,3862.5,8.5
July,New Delhi,Orient Green,4057.5,8.5
January,New Delhi,Indowind Energy,1000,8.5
August,New Delhi,Adani Power Ltd.,1732.5,8.5
April,New Delhi,Tata Power Company Ltd.,1503.75,8.5
April,New Delhi,Tata Power Company Ltd.,2310,8.5
November,New Delhi,Tata Power Company Ltd.,1134,8.5
May,New Delhi,Orient Green,2505,8.5
November,New Delhi,Adani Power Ltd.,1256,8.5
July,New Delhi,Orient Green,4597.5,8.5
September,New Delhi,Adani Power Ltd.,1656,8.5
December,New Delhi,Reliance Energy,948,8.5
February,New Delhi,Indowind Energy,882,8.5
May,New Delhi,Orient Green,3135,8.5
July,New Delhi,Tata Power Company Ltd.,5775,8.5
August,New Delhi,Tata Power Company Ltd.,1440,8.5
February,New Delhi,Tata Power Company Ltd.,878,8.5
August,New Delhi,Orient Green,1826.25,8.5
September,New Delhi,Adani Power Ltd.,675,8.5
June,New Delhi,Indowind Energy,4800,8.5
September,New Delhi,Indowind Energy,2229,8.5
May,New Delhi,Orient Green,1625,8.5
November,New Delhi,Adani Power Ltd.,1160,8.5
September,New Delhi,Indowind Energy,1842,8.5
June,New Delhi,Indowind Energy,5677.5,8.5
October,New Delhi,Orient Green,477.5,8.5
April,New Delhi,Reliance Energy,1916.25,8.5
June,New Delhi,Tata Power Company Ltd.,3345,8.5
March,New Delhi,Reliance Energy,1542.5,8.5
February,New Delhi,Orient Green,702,8.5
August,New Delhi,Indowind Energy,1871.25,8.5
May,New Delhi,Reliance Energy,1890,8.5
April,New Delhi,Adani Power Ltd.,1488.75,8.5
November,New Delhi,Reliance Energy,996,8.5
February,New Delhi,Reliance Energy,898,8.5
November,New Delhi,Reliance Energy,1142,8.5
December,New Delhi,Tata Power Company Ltd.,1080,8.5
April,New Delhi,Tata Power Company Ltd.,2107.5,8.5
April,New Delhi,Orient Green,2362.5,8.5
October,New Delhi,Orient Green,1560,8.5
March,New Delhi,Orient Green,1425,8.5
November,New Delhi,Reliance Energy,1324,8.5
March,New Delhi,Reliance Energy,1550,8.5
November,New Delhi,Indowind Energy,968,8.5
September,New Delhi,Indowind Energy,915,8.5
January,New Delhi,Indowind Energy,1172,8.5
April,New Delhi,Indowind Energy,2587.5,8.5
October,New Delhi,Indowind Energy,945,8.5
October,New Delhi,Indowind Energy,1605,8.5
January,New Delhi,Orient Green,1044,8.5
October,New Delhi,Tata Power Company Ltd.,1727.5,8.5
May,New Delhi,Tata Power Company Ltd.,3315,8.5
March,New Delhi,Adani Power Ltd.,1790,8.5
April,New Delhi,Reliance Energy,1687.5,8.5
September,New Delhi,Tata Power Company Ltd.,1851,8.5
December,New Delhi,Adani Power Ltd.,984,8.5
January,New Delhi,Orient Green,1038,8.5
August,New Delhi,Tata Power Company Ltd.,2216.25,8.5
November,New Delhi,Orient Green,800,8.5
January,New Delhi,Reliance Energy,1288,8.5
August,New Delhi,Orient Green,2287.5,8.5
May,New Delhi,Adani Power Ltd.,3055,8.5
April,New Delhi,Tata Power Company Ltd.,2250,8.5
May,New Delhi,Orient Green,1680,8.5
April,New Delhi,Reliance Energy,1443.75,8.5
February,New Delhi,Orient Green,586,8.5
February,New Delhi,Indowind Energy,816,8.5
October,New Delhi,Reliance Energy,1762.5,8.5
December,New Delhi,Tata Power Company Ltd.,1262,8.5
May,New Delhi,Orient Green,2535,8.5
July,New Delhi,Indowind Energy,3622.5,8.5
February,New Delhi,Indowind Energy,786,8.5
January,New Delhi,Adani Power Ltd.,916,8.5
March,New Delhi,Adani Power Ltd.,1302.5,8.5
